trading_date,M_total_oi
2022-08-29,1801693.0
2022-08-30,1773676.0
2022-08-31,1783144.0
2022-09-01,1832564.0
2022-09-02,1904421.0
2022-09-05,1954911.0
2022-09-06,1935898.0
2022-09-07,2006551.0
2022-09-08,2006798.0
2022-09-09,1997443.0
2022-09-13,2079246.0
2022-09-14,2106105.0
2022-09-15,2073337.0
2022-09-16,2079070.0
2022-09-19,2086028.0
2022-09-20,2109759.0
2022-09-21,2152181.0
2022-09-22,2180817.0
2022-09-23,2173947.0
2022-09-26,2147744.0
2022-09-27,2138713.0
2022-09-28,2129536.0
2022-09-29,2188365.0
2022-09-30,2099432.0
2022-10-10,2157603.0
2022-10-11,2211873.0
2022-10-12,2276130.0
2022-10-13,2399361.0
2022-10-14,2572260.0
2022-10-17,2487118.0
2022-10-18,2428189.0
2022-10-19,2431401.0
2022-10-20,2435598.0
2022-10-21,2425402.0
2022-10-24,2471365.0
2022-10-25,2475466.0
2022-10-26,2533260.0
2022-10-27,2586073.0
2022-10-28,2557339.0
2022-10-31,2549720.0
2022-11-01,2679096.0
2022-11-02,2696034.0
2022-11-03,2661851.0
2022-11-04,2629365.0
2022-11-07,2620398.0
2022-11-08,2654364.0
2022-11-09,2662722.0
2022-11-10,2692784.0
2022-11-11,2660103.0
