trading_date,B_total_oi
2021-06-02,53205.0
2021-06-03,57632.0
2021-06-04,55765.0
2021-06-07,60771.0
2021-06-08,60067.0
2021-06-09,61879.0
2021-06-10,61262.0
2021-06-11,60457.0
2021-06-15,55231.0
2021-06-16,55756.0
2021-06-17,55030.0
2021-06-18,56296.0
2021-06-21,51050.0
2021-06-22,51888.0
2021-06-23,52041.0
2021-06-24,51234.0
2021-06-25,50884.0
2021-06-28,53777.0
2021-06-29,55069.0
2021-06-30,54590.0
2021-07-01,53529.0
2021-07-02,54253.0
2021-07-05,53848.0
2021-07-06,57184.0
2021-07-07,57487.0
2021-07-08,57591.0
2021-07-09,58481.0
2021-07-12,56130.0
2021-07-13,58007.0
2021-07-14,60071.0
2021-07-15,60271.0
2021-07-16,58626.0
2021-07-19,61996.0
2021-07-20,59011.0
2021-07-21,57495.0
2021-07-22,55399.0
2021-07-23,53021.0
2021-07-26,52334.0
2021-07-27,52561.0
2021-07-28,51546.0
2021-07-29,52612.0
2021-07-30,48954.0
2021-08-02,44593.0
2021-08-03,45621.0
2021-08-04,44594.0
2021-08-05,43819.0
2021-08-06,44026.0
2021-08-09,45905.0
2021-08-10,47420.0
2021-08-11,48861.0
2021-08-12,46546.0
2021-08-13,49861.0
2021-08-16,54128.0
2021-08-17,54941.0
2021-08-18,50486.0
2021-08-19,46638.0
2021-08-20,45606.0
2021-08-23,44808.0
2021-08-24,45425.0
2021-08-25,48788.0
2021-08-26,48360.0
2021-08-27,48138.0
2021-08-30,49380.0
2021-08-31,50276.0
2021-09-01,47873.0
2021-09-02,54252.0
2021-09-03,52401.0
2021-09-06,50802.0
2021-09-07,51391.0
2021-09-08,50034.0
2021-09-09,50585.0
2021-09-10,52207.0
2021-09-13,55923.0
2021-09-14,54220.0
2021-09-15,52523.0
2021-09-16,52944.0
2021-09-17,51210.0
2021-09-22,48400.0
2021-09-23,53834.0
2021-09-24,52995.0
2021-09-27,53355.0
2021-09-28,48253.0
2021-09-29,46188.0
2021-09-30,42569.0
2021-10-08,45286.0
2021-10-11,51193.0
2021-10-12,50620.0
2021-10-13,51513.0
2021-10-14,54175.0
2021-10-15,54897.0
2021-10-18,53212.0
2021-10-19,53744.0
2021-10-20,53645.0
2021-10-21,55396.0
2021-10-22,55263.0
2021-10-25,50488.0
2021-10-26,47527.0
2021-10-27,45124.0
2021-10-28,42651.0
2021-10-29,43554.0
2021-11-01,45792.0
2021-11-02,45163.0
2021-11-03,46698.0
2021-11-04,48943.0
2021-11-05,48392.0
2021-11-08,51430.0
2021-11-09,53975.0
2021-11-10,52277.0
2021-11-11,51766.0
2021-11-12,50846.0
2021-11-15,50209.0
2021-11-16,51319.0
2021-11-17,51414.0
2021-11-18,53913.0
2021-11-19,56560.0
2021-11-22,55265.0
2021-11-23,58915.0
2021-11-24,57421.0
2021-11-25,56509.0
2021-11-26,57670.0
2021-11-29,57666.0
2021-11-30,54970.0
2021-12-01,56211.0
2021-12-02,56201.0
2021-12-03,55577.0
2021-12-06,54275.0
2021-12-07,52870.0
2021-12-08,53329.0
2021-12-09,57807.0
2021-12-10,56865.0
2021-12-13,54086.0
2021-12-14,51393.0
2021-12-15,47478.0
2021-12-16,48968.0
2021-12-17,49008.0
2021-12-20,48481.0
2021-12-21,46745.0
2021-12-22,48849.0
2021-12-23,49814.0
2021-12-24,47453.0
2021-12-27,48210.0
2021-12-28,46927.0
2021-12-29,43216.0
2021-12-30,41439.0
2021-12-31,38638.0
2022-01-04,39899.0
2022-01-05,43370.0
2022-01-06,41785.0
2022-01-07,39330.0
2022-01-10,39971.0
2022-01-11,39693.0
2022-01-12,37620.0
2022-01-13,40306.0
2022-01-14,38350.0
2022-01-17,37162.0
2022-01-18,39618.0
2022-01-19,39959.0
2022-01-20,44163.0
2022-01-21,40437.0
2022-01-24,40962.0
2022-01-25,34585.0
2022-01-26,34723.0
2022-01-27,36013.0
2022-01-28,36062.0
2022-02-07,37883.0
2022-02-09,38403.0
2022-02-10,43926.0
2022-02-14,46727.0
2022-02-15,46694.0
2022-02-16,47819.0
2022-02-17,50765.0
2022-02-18,54989.0
2022-02-21,56041.0
2022-02-22,54237.0
2022-02-24,54466.0
2022-02-25,44587.0
2022-02-28,41756.0
2022-03-01,46380.0
2022-03-02,42670.0
2022-03-03,39903.0
2022-03-04,41170.0
2022-03-08,41983.0
2022-03-09,43120.0
2022-03-17,41997.0
2022-03-18,42409.0
2022-03-21,43940.0
2022-03-22,44594.0
2022-03-23,42927.0
2022-03-24,43374.0
2022-03-25,40257.0
2022-03-28,40508.0
2022-03-29,39505.0
2022-03-30,39076.0
2022-03-31,38239.0
2022-04-01,37941.0
2022-04-06,36505.0
2022-04-07,36959.0
2022-04-08,36737.0
2022-04-11,36244.0
2022-04-12,35988.0
2022-04-13,37358.0
2022-04-14,36539.0
2022-04-15,37202.0
2022-04-18,35481.0
2022-04-19,36582.0
2022-04-20,35144.0
2022-04-21,36246.0
2022-04-28,31515.0
2022-05-05,32213.0
2022-05-06,34515.0
2022-05-25,36721.0
2022-05-26,37637.0
2022-05-27,43832.0
2022-05-30,44951.0
2022-05-31,44388.0
2022-06-01,43345.0
2022-06-02,43088.0
2022-06-06,48501.0
2022-06-07,46726.0
2022-06-08,50247.0
2022-06-09,48088.0
2022-06-10,51063.0
2022-06-13,44313.0
2022-07-05,31407.0
2022-07-18,35099.0
2022-07-19,37970.0
2022-07-20,36460.0
2022-07-21,37599.0
2022-07-22,38577.0
2022-07-25,40428.0
2022-07-26,42027.0
2022-07-27,42214.0
2022-07-28,46635.0
2022-07-29,47155.0
2022-08-01,45722.0
2022-08-02,44757.0
2022-08-03,45654.0
2022-08-04,43844.0
2022-08-05,45648.0
2022-08-08,45700.0
2022-08-09,47253.0
2022-08-10,46453.0
2022-08-11,45047.0
2022-08-12,47076.0
2022-08-15,43008.0
2022-08-16,42982.0
2022-08-17,44929.0
2022-08-18,42689.0
2022-08-19,46564.0
2022-08-22,47594.0
2022-08-23,53057.0
2022-08-24,50973.0
2022-08-25,51946.0
2022-08-26,50304.0
2022-08-29,55169.0
2022-08-30,48974.0
2022-08-31,47700.0
2022-09-01,48537.0
2022-09-02,47960.0
2022-09-05,53298.0
2022-09-06,50747.0
2022-09-07,51411.0
2022-09-08,50465.0
2022-09-09,49164.0
2022-09-13,52891.0
2022-09-14,54046.0
2022-09-15,49766.0
2022-09-20,50319.0
2022-09-21,56015.0
2022-09-22,58047.0
2022-09-23,58540.0
2022-09-26,57113.0
2022-09-27,55783.0
2022-09-28,56833.0
2022-09-29,60359.0
2022-09-30,52062.0
2022-10-10,56522.0
2022-10-11,56904.0
2022-10-12,71912.0
2022-10-13,72501.0
2022-10-14,71008.0
2022-10-17,66402.0
2022-10-18,65922.0
2022-10-19,60967.0
2022-10-20,61151.0
2022-10-21,57924.0
2022-10-24,56104.0
2022-10-25,53347.0
2022-10-26,54154.0
2022-10-27,54649.0
2022-10-28,53612.0
2022-10-31,52429.0
2022-11-01,56797.0
2022-11-02,57474.0
2022-11-03,56709.0
2022-11-04,55096.0
2022-11-07,54832.0
2022-11-08,55032.0
2022-11-09,54012.0
2022-11-10,56056.0
2022-11-11,53183.0
