trading_date,RB_total_oi
2022-08-25,2934983.0
2022-08-26,2926930.0
2022-08-29,2963574.0
2022-08-30,3036016.0
2022-08-31,3040388.0
2022-09-01,3096819.0
2022-09-02,3067344.0
2022-09-05,2970675.0
2022-09-06,2945476.0
2022-09-07,2925326.0
2022-09-08,2913925.0
2022-09-09,2837501.0
2022-09-13,2810031.0
2022-09-14,2815372.0
2022-09-15,2822012.0
2022-09-16,2814937.0
2022-09-19,2734643.0
2022-09-20,2742930.0
2022-09-21,2753217.0
2022-09-22,2708563.0
2022-09-23,2656935.0
2022-09-26,2570030.0
2022-09-27,2608520.0
2022-09-28,2586903.0
2022-09-29,2565342.0
2022-09-30,2435804.0
2022-10-10,2496187.0
2022-10-11,2551328.0
2022-10-12,2518268.0
2022-10-13,2548596.0
2022-10-14,2518407.0
2022-10-17,2665505.0
2022-10-18,2684119.0
2022-10-19,2757043.0
2022-10-20,2826593.0
2022-10-21,2722109.0
2022-10-24,2766344.0
2022-10-25,2828433.0
2022-10-26,2792689.0
2022-10-27,2794075.0
2022-10-28,2907379.0
2022-10-31,2963242.0
2022-11-01,2921222.0
2022-11-02,2919352.0
2022-11-03,2914515.0
2022-11-04,2885146.0
2022-11-07,2909848.0
2022-11-08,2938524.0
2022-11-09,2955075.0
2022-11-10,2986700.0
2022-11-11,2975326.0
